"","end_result","game","game_id","period","play","player","playoffs","score","season","shot_made","time","home_game","score1","score2","cur_score","opp_score","first_shot","missed_first","made_first","cur_time","losing","losing_alot","score_ratio","loss_sq","win_sq","prod1"
"1416","94 - 73","CLE - IND",300129011,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","79 - 66","2009 - 2010",0,"11:06",1,79,66,79,66,0,1,0,666,FALSE,FALSE,1.17910447761194,1156,1024,0
"1417","89 - 114","LAC - CLE",300131005,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","83 - 103","2009 - 2010",1,"3:17",0,83,103,102,83,1,0,0,197,FALSE,FALSE,1.21428571428571,1156,1024,0
"1418","89 - 114","LAC - CLE",300131005,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","83 - 104","2009 - 2010",1,"3:17",0,83,104,103,83,0,0,1,197,FALSE,FALSE,1.22619047619048,1156,1024,0
"1419","89 - 105","MEM - CLE",300202005,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","0 - 4","2009 - 2010",0,"10:06",0,0,4,4,0,1,0,0,606,FALSE,FALSE,4,1156,1024,0
"1420","89 - 105","MEM - CLE",300202005,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","0 - 4","2009 - 2010",0,"10:06",0,0,4,4,0,0,1,0,606,FALSE,FALSE,4,1156,1024,0
"1421","89 - 105","MEM - CLE",300202005,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","28 - 44","2009 - 2010",1,"3:19",0,28,44,43,28,1,0,0,199,FALSE,FALSE,1.48275862068966,1156,1024,0
"1422","89 - 105","MEM - CLE",300202005,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","28 - 44","2009 - 2010",0,"3:19",0,28,44,44,28,0,0,1,199,FALSE,FALSE,1.51724137931034,1156,1024,0
"1423","86 - 102","MIA - CLE",300204005,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","2 - 9","2009 - 2010",1,"9:22",0,2,9,8,2,1,0,0,562,FALSE,FALSE,2.66666666666667,1156,1024,0
"1424","86 - 102","MIA - CLE",300204005,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","2 - 9","2009 - 2010",0,"9:22",0,2,9,9,2,0,0,1,562,FALSE,FALSE,3,1156,1024,0
"1425","86 - 102","MIA - CLE",300204005,2,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","37 - 40","2009 - 2010",0,"7:46",0,37,40,40,37,1,0,0,466,FALSE,FALSE,1.05263157894737,1156,1024,0
"1426","106 - 113","NY - CLE",300206005,1,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","0 - 5","2009 - 2010",1,"11:07",0,0,5,4,0,1,0,0,667,FALSE,FALSE,4,1156,1024,0
"1427","106 - 113","NY - CLE",300206005,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","44 - 65","2009 - 2010",1,"3:38",0,44,65,64,44,1,0,0,218,FALSE,FALSE,1.42222222222222,1156,1024,0
"1428","106 - 113","NY - CLE",300206005,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","44 - 65","2009 - 2010",0,"3:38",0,44,65,65,44,0,0,1,218,FALSE,FALSE,1.44444444444444,1156,1024,0
"1429","106 - 113","NY - CLE",300206005,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","94 - 103","2009 - 2010",0,"7:48",0,94,103,103,94,1,0,0,468,FALSE,FALSE,1.08421052631579,1156,1024,0
"1430","106 - 113","NY - CLE",300206005,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","94 - 104","2009 - 2010",1,"7:48",0,94,104,103,94,0,1,0,468,FALSE,FALSE,1.08421052631579,1156,1024,0
"1431","97 - 104","NJ - CLE",300209005,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","29 - 27","2009 - 2010",0,"11:23",0,29,27,27,29,1,0,0,683,TRUE,FALSE,0.9,1156,1024,0
"1432","97 - 104","NJ - CLE",300209005,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","29 - 28","2009 - 2010",1,"11:23",0,29,28,27,29,0,1,0,683,TRUE,FALSE,0.9,1156,1024,0
"1433","106 - 115","ORL - CLE",300211005,2,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","44 - 51","2009 - 2010",0,"6:28",0,44,51,51,44,1,0,0,388,FALSE,FALSE,1.13333333333333,1156,1024,0
"1434","118 - 116","DEN - CLE",300218005,2,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","38 - 25","2009 - 2010",0,"10:19",0,38,25,25,38,1,0,0,619,TRUE,FALSE,0.641025641025641,1156,1024,0
"1435","118 - 116","DEN - CLE",300218005,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","38 - 25","2009 - 2010",0,"9:33",0,38,25,25,38,1,0,0,573,TRUE,FALSE,0.641025641025641,1156,1024,0
"1436","118 - 116","DEN - CLE",300218005,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","38 - 25","2009 - 2010",0,"9:33",0,38,25,25,38,0,1,0,573,TRUE,FALSE,0.641025641025641,1156,1024,0
"1437","118 - 116","DEN - CLE",300218005,2,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","49 - 43","2009 - 2010",0,"1:32",0,49,43,43,49,1,0,0,92,TRUE,FALSE,0.86,1156,1024,0
"1438","118 - 116","DEN - CLE",300218005,5,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","111 - 110","2009 - 2010",0,"2:24",0,111,110,110,111,1,0,0,144,TRUE,FALSE,0.982142857142857,1156,1024,0
"1439","118 - 116","DEN - CLE",300218005,5,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","111 - 110","2009 - 2010",0,"2:24",0,111,110,110,111,0,1,0,144,TRUE,FALSE,0.982142857142857,1156,1024,0
"1440","93 - 110","CLE - CHA",300219030,1,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","5 - 2","2009 - 2010",0,"10:15",1,5,2,5,2,1,0,0,615,FALSE,FALSE,1.66666666666667,1156,1024,0
"1441","93 - 110","CLE - CHA",300219030,2,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","50 - 50","2009 - 2010",0,"0:54",1,50,50,50,50,1,0,0,54,FALSE,FALSE,0.980392156862745,1156,1024,0
"1442","93 - 110","CLE - CHA",300219030,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","60 - 61","2009 - 2010",0,"7:05",1,60,61,60,61,1,0,0,425,TRUE,FALSE,0.967741935483871,1156,1024,0
"1443","93 - 110","CLE - CHA",300219030,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","61 - 61","2009 - 2010",1,"7:05",1,61,61,60,61,0,1,0,425,TRUE,FALSE,0.967741935483871,1156,1024,0
"1444","93 - 110","CLE - CHA",300219030,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","61 - 63","2009 - 2010",0,"6:15",1,61,63,61,63,1,0,0,375,TRUE,FALSE,0.953125,1156,1024,0
"1445","93 - 110","CLE - CHA",300219030,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","62 - 63","2009 - 2010",1,"6:15",1,62,63,61,63,0,1,0,375,TRUE,FALSE,0.953125,1156,1024,0
"1446","95 - 101","CLE - ORL",300221019,2,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","27 - 31","2009 - 2010",1,"8:33",1,27,31,26,31,1,0,0,513,TRUE,FALSE,0.8125,1156,1024,0
"1447","95 - 101","CLE - ORL",300221019,3,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","57 - 53","2009 - 2010",1,"8:15",1,57,53,56,53,1,0,0,495,FALSE,FALSE,1.03703703703704,1156,1024,0
"1448","95 - 105","NO - CLE",300223005,3,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","60 - 61","2009 - 2010",1,"9:27",0,60,61,60,60,1,0,0,567,FALSE,FALSE,0.983606557377049,1156,1024,0
"1449","95 - 105","NO - CLE",300223005,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","85 - 85","2009 - 2010",1,"7:43",0,85,85,84,85,1,0,0,463,TRUE,FALSE,0.976744186046512,1156,1024,0
"1450","95 - 105","NO - CLE",300223005,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","85 - 85","2009 - 2010",0,"7:43",0,85,85,85,85,0,0,1,463,FALSE,FALSE,0.988372093023256,1156,1024,0
"1451","95 - 105","NO - CLE",300223005,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","89 - 95","2009 - 2010",0,"3:00",0,89,95,95,89,1,0,0,180,FALSE,FALSE,1.05555555555556,1156,1024,0
"1452","95 - 105","NO - CLE",300223005,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","89 - 95","2009 - 2010",0,"3:00",0,89,95,95,89,0,1,0,180,FALSE,FALSE,1.05555555555556,1156,1024,0
"1453","83 - 96","CHI - CLE",300417005,1,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","playoffs","8 - 11","2009 - 2010",1,"7:16",0,8,11,10,8,1,0,0,436,FALSE,FALSE,1.11111111111111,1156,1024,0
"1454","83 - 96","CHI - CLE",300417005,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","playoffs","37 - 54","2009 - 2010",1,"0:57",0,37,54,53,37,1,0,0,57,FALSE,FALSE,1.39473684210526,1156,1024,0
"1455","83 - 96","CHI - CLE",300417005,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","playoffs","37 - 54","2009 - 2010",0,"0:57",0,37,54,54,37,0,0,1,57,FALSE,FALSE,1.42105263157895,1156,1024,0
"1456","83 - 96","CHI - CLE",300417005,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","playoffs","69 - 78","2009 - 2010",0,"7:48",0,69,78,78,69,1,0,0,468,FALSE,FALSE,1.11428571428571,1156,1024,0
"1457","83 - 96","CHI - CLE",300417005,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","playoffs","69 - 78","2009 - 2010",0,"7:48",0,69,78,78,69,0,1,0,468,FALSE,FALSE,1.11428571428571,1156,1024,0
"1458","102 - 112","CHI - CLE",300419005,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","playoffs","2 - 1","2009 - 2010",1,"11:07",0,2,1,0,2,1,0,0,667,TRUE,FALSE,0,1156,1024,0
"1459","102 - 112","CHI - CLE",300419005,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","2 - 2","2009 - 2010",1,"11:07",0,2,2,1,2,0,0,1,667,TRUE,FALSE,0.333333333333333,1156,1024,0
"1460","102 - 112","CHI - CLE",300419005,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","playoffs","59 - 59","2009 - 2010",1,"8:44",0,59,59,58,59,1,0,0,524,TRUE,FALSE,0.966666666666667,1156,1024,0
"1461","102 - 112","CHI - CLE",300419005,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","59 - 60","2009 - 2010",1,"8:44",0,59,60,59,59,0,0,1,524,FALSE,FALSE,0.983333333333333,1156,1024,0
"1462","106 - 108","CLE - CHI",300422004,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","playoffs","14 - 19","2009 - 2010",1,"4:09",1,14,19,13,19,1,0,0,249,TRUE,FALSE,0.65,1156,1024,0
"1463","106 - 108","CLE - CHI",300422004,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","15 - 19","2009 - 2010",1,"4:09",1,15,19,14,19,0,0,1,249,TRUE,FALSE,0.7,1156,1024,1
"1464","94 - 96","CHI - CLE",300427005,2,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","playoffs","32 - 33","2009 - 2010",0,"9:03",0,32,33,33,32,1,0,0,543,FALSE,FALSE,1,1156,1024,0
"1465","93 - 101","BOS - CLE",300501005,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","playoffs","6 - 7","2009 - 2010",1,"8:11",0,6,7,6,6,1,0,0,491,FALSE,FALSE,0.857142857142857,1156,1024,0
"1466","93 - 101","BOS - CLE",300501005,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","playoffs","6 - 7","2009 - 2010",0,"8:11",0,6,7,7,6,0,0,1,491,FALSE,FALSE,1,1156,1024,0
"1467","93 - 101","BOS - CLE",300501005,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","playoffs","56 - 48","2009 - 2010",1,"10:03",0,56,48,47,56,1,0,0,603,TRUE,FALSE,0.824561403508772,1156,1024,0
"1468","93 - 101","BOS - CLE",300501005,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","56 - 49","2009 - 2010",1,"10:03",0,56,49,48,56,0,0,1,603,TRUE,FALSE,0.842105263157895,1156,1024,0
"1469","104 - 86","BOS - CLE",300503005,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","playoffs","54 - 48","2009 - 2010",0,"10:45",0,54,48,48,54,1,0,0,645,TRUE,FALSE,0.872727272727273,1156,1024,0
"1470","104 - 86","BOS - CLE",300503005,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","54 - 49","2009 - 2010",1,"10:45",0,54,49,48,54,0,1,0,645,TRUE,FALSE,0.872727272727273,1156,1024,0
"1471","124 - 95","CLE - BOS",300507002,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","playoffs","1 - 0","2009 - 2010",1,"11:07",1,1,0,0,0,1,0,0,667,FALSE,FALSE,0,1156,1024,0
"1472","124 - 95","CLE - BOS",300507002,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","2 - 0","2009 - 2010",1,"11:07",1,2,0,1,0,0,0,1,667,FALSE,FALSE,1,1156,1024,1
"1473","87 - 97","CLE - BOS",300509002,1,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","playoffs","5 - 0","2009 - 2010",1,"10:06",1,5,0,4,0,1,0,0,606,FALSE,FALSE,4,1156,1024,0
"1474","87 - 97","CLE - BOS",300509002,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","playoffs","13 - 14","2009 - 2010",0,"5:28",1,13,14,13,14,1,0,0,328,TRUE,FALSE,0.866666666666667,1156,1024,0
"1475","87 - 97","CLE - BOS",300509002,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","14 - 14","2009 - 2010",1,"5:28",1,14,14,13,14,0,1,0,328,TRUE,FALSE,0.866666666666667,1156,1024,0
"1476","87 - 97","CLE - BOS",300509002,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","playoffs","16 - 18","2009 - 2010",0,"4:24",1,16,18,16,18,1,0,0,264,TRUE,FALSE,0.842105263157895,1156,1024,0
"1477","87 - 97","CLE - BOS",300509002,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","17 - 18","2009 - 2010",1,"4:24",1,17,18,16,18,0,1,0,264,TRUE,FALSE,0.842105263157895,1156,1024,0
"1478","87 - 97","CLE - BOS",300509002,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","playoffs","27 - 34","2009 - 2010",1,"9:03",1,27,34,26,34,1,0,0,543,TRUE,FALSE,0.742857142857143,1156,1024,0
"1479","87 - 97","CLE - BOS",300509002,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","28 - 34","2009 - 2010",1,"9:03",1,28,34,27,34,0,0,1,543,TRUE,FALSE,0.771428571428571,1156,1024,1
"1480","87 - 97","CLE - BOS",300509002,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","playoffs","42 - 49","2009 - 2010",0,"2:58",1,42,49,42,49,1,0,0,178,TRUE,FALSE,0.84,1156,1024,0
"1481","87 - 97","CLE - BOS",300509002,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","playoffs","42 - 49","2009 - 2010",0,"2:58",1,42,49,42,49,0,1,0,178,TRUE,FALSE,0.84,1156,1024,0
"1482","87 - 97","CLE - BOS",300509002,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","playoffs","52 - 60","2009 - 2010",1,"8:41",1,52,60,51,60,1,0,0,521,TRUE,FALSE,0.836065573770492,1156,1024,0
"1483","87 - 97","CLE - BOS",300509002,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","53 - 60","2009 - 2010",1,"8:41",1,53,60,52,60,0,0,1,521,TRUE,FALSE,0.852459016393443,1156,1024,1
"1484","120 - 88","BOS - CLE",300511005,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","playoffs","2 - 5","2009 - 2010",1,"9:38",0,2,5,4,2,1,0,0,578,FALSE,FALSE,1.33333333333333,1156,1024,0
"1485","120 - 88","BOS - CLE",300511005,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","2 - 6","2009 - 2010",1,"9:38",0,2,6,5,2,0,0,1,578,FALSE,FALSE,1.66666666666667,1156,1024,0
"1486","120 - 88","BOS - CLE",300511005,1,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","playoffs","11 - 16","2009 - 2010",1,"5:11",0,11,16,15,11,1,0,0,311,FALSE,FALSE,1.25,1156,1024,0
"1487","120 - 88","BOS - CLE",300511005,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","playoffs","67 - 52","2009 - 2010",0,"5:45",0,67,52,52,67,1,0,0,345,TRUE,FALSE,0.764705882352941,1156,1024,0
"1488","120 - 88","BOS - CLE",300511005,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","playoffs","67 - 52","2009 - 2010",0,"5:45",0,67,52,52,67,0,1,0,345,TRUE,FALSE,0.764705882352941,1156,1024,0
"1489","120 - 88","BOS - CLE",300511005,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","playoffs","90 - 67","2009 - 2010",1,"9:12",0,90,67,66,90,1,0,0,552,TRUE,TRUE,0.725274725274725,1156,1024,0
"1490","120 - 88","BOS - CLE",300511005,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","90 - 68","2009 - 2010",1,"9:12",0,90,68,67,90,0,0,1,552,TRUE,TRUE,0.736263736263736,1156,1024,0
"1491","120 - 88","BOS - CLE",300511005,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","playoffs","97 - 74","2009 - 2010",0,"5:50",0,97,74,74,97,1,0,0,350,TRUE,TRUE,0.755102040816326,1156,1024,0
"1492","120 - 88","BOS - CLE",300511005,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","97 - 75","2009 - 2010",1,"5:50",0,97,75,74,97,0,1,0,350,TRUE,TRUE,0.755102040816326,1156,1024,0
"1493","120 - 88","BOS - CLE",300511005,4,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","playoffs","100 - 78","2009 - 2010",1,"4:46",0,100,78,77,100,1,0,0,286,TRUE,TRUE,0.762376237623762,1156,1024,0
"1494","85 - 94","CLE - BOS",300513002,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","playoffs","40 - 41","2009 - 2010",0,"4:35",1,40,41,40,41,1,0,0,275,TRUE,FALSE,0.952380952380952,1156,1024,0
"1495","85 - 94","CLE - BOS",300513002,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","41 - 41","2009 - 2010",1,"4:35",1,41,41,40,41,0,1,0,275,TRUE,FALSE,0.952380952380952,1156,1024,0
"1496","85 - 94","CLE - BOS",300513002,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","playoffs","46 - 47","2009 - 2010",1,"1:27",1,46,47,45,47,1,0,0,87,TRUE,FALSE,0.9375,1156,1024,0
"1497","85 - 94","CLE - BOS",300513002,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","playoffs","47 - 47","2009 - 2010",1,"1:27",1,47,47,46,47,0,0,1,87,TRUE,FALSE,0.958333333333333,1156,1024,1
"1498","85 - 94","CLE - BOS",300513002,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","playoffs","55 - 57","2009 - 2010",0,"7:54",1,55,57,55,57,1,0,0,474,TRUE,FALSE,0.948275862068966,1156,1024,0
"1499","85 - 94","CLE - BOS",300513002,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","playoffs","55 - 57","2009 - 2010",0,"7:54",1,55,57,55,57,0,1,0,474,TRUE,FALSE,0.948275862068966,1156,1024,0
"1500","80 - 88","MIA - BOS",301026002,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","22 - 40","2010 - 2011",1,"2:13",0,22,40,39,22,1,0,0,133,FALSE,FALSE,1.69565217391304,1156,1024,0
"1501","80 - 88","MIA - BOS",301026002,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","22 - 41","2010 - 2011",1,"2:13",0,22,41,40,22,0,0,1,133,FALSE,FALSE,1.73913043478261,1156,1024,0
"1502","80 - 88","MIA - BOS",301026002,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","34 - 50","2010 - 2011",0,"8:45",0,34,50,50,34,1,0,0,525,FALSE,FALSE,1.42857142857143,1156,1024,0
"1503","80 - 88","MIA - BOS",301026002,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","34 - 51","2010 - 2011",1,"8:45",0,34,51,50,34,0,1,0,525,FALSE,FALSE,1.42857142857143,1156,1024,0
"1504","80 - 88","MIA - BOS",301026002,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","35 - 53","2010 - 2011",0,"7:39",0,35,53,53,35,1,0,0,459,FALSE,FALSE,1.47222222222222,1156,1024,0
"1505","80 - 88","MIA - BOS",301026002,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","35 - 53","2010 - 2011",0,"7:39",0,35,53,53,35,0,1,0,459,FALSE,FALSE,1.47222222222222,1156,1024,0
"1506","80 - 88","MIA - BOS",301026002,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","40 - 55","2010 - 2011",0,"6:03",0,40,55,55,40,1,0,0,363,FALSE,FALSE,1.34146341463415,1156,1024,0
"1507","80 - 88","MIA - BOS",301026002,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","40 - 55","2010 - 2011",0,"6:03",0,40,55,55,40,0,1,0,363,FALSE,FALSE,1.34146341463415,1156,1024,0
"1508","87 - 95","BOS - CLE",301027005,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","4 - 4","2010 - 2011",0,"10:03",1,4,4,4,4,1,0,0,603,FALSE,FALSE,0.8,1156,1024,0
"1509","87 - 95","BOS - CLE",301027005,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","5 - 4","2010 - 2011",1,"10:03",1,5,4,4,4,0,1,0,603,FALSE,FALSE,0.8,1156,1024,0
"1510","112 - 107","BOS - MIA",301111014,1,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","8 - 4","2010 - 2011",1,"10:12",1,8,4,7,4,1,0,0,612,FALSE,FALSE,1.4,1156,1024,0
"1511","112 - 107","BOS - MIA",301111014,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","16 - 7","2010 - 2011",0,"6:22",1,16,7,16,7,1,0,0,382,FALSE,FALSE,2,1156,1024,0
"1512","112 - 107","BOS - MIA",301111014,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","16 - 7","2010 - 2011",0,"6:22",1,16,7,16,7,0,1,0,382,FALSE,FALSE,2,1156,1024,0
"1513","112 - 107","BOS - MIA",301111014,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","69 - 50","2010 - 2011",1,"9:00",1,69,50,68,50,1,0,0,540,FALSE,FALSE,1.33333333333333,1156,1024,0
"1514","112 - 107","BOS - MIA",301111014,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","70 - 50","2010 - 2011",1,"9:00",1,70,50,69,50,0,0,1,540,FALSE,FALSE,1.35294117647059,1156,1024,1
"1515","116 - 110","BOS - MEM",301113029,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","33 - 29","2010 - 2011",1,"9:00",1,33,29,32,29,1,0,0,540,FALSE,FALSE,1.06666666666667,1156,1024,0
"1516","116 - 110","BOS - MEM",301113029,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","34 - 29","2010 - 2011",1,"9:00",1,34,29,33,29,0,0,1,540,FALSE,FALSE,1.1,1156,1024,1
"1517","116 - 110","BOS - MEM",301113029,2,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","44 - 35","2010 - 2011",0,"5:31",1,44,35,44,35,1,0,0,331,FALSE,FALSE,1.22222222222222,1156,1024,0
"1518","116 - 110","BOS - MEM",301113029,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","74 - 73","2010 - 2011",1,"11:42",1,74,73,73,73,1,0,0,702,FALSE,FALSE,0.986486486486487,1156,1024,0
"1519","116 - 110","BOS - MEM",301113029,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","75 - 73","2010 - 2011",1,"11:42",1,75,73,74,73,0,0,1,702,FALSE,FALSE,1,1156,1024,1
"1520","83 - 114","WSH - BOS",301117002,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","7 - 6","2010 - 2011",0,"9:27",0,7,6,6,7,1,0,0,567,TRUE,FALSE,0.75,1156,1024,0
"1521","83 - 114","WSH - BOS",301117002,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","7 - 7","2010 - 2011",1,"9:27",0,7,7,6,7,0,1,0,567,TRUE,FALSE,0.75,1156,1024,0
"1522","83 - 114","WSH - BOS",301117002,1,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","13 - 19","2010 - 2011",0,"5:18",0,13,19,19,13,1,0,0,318,FALSE,FALSE,1.35714285714286,1156,1024,0
"1523","83 - 114","WSH - BOS",301117002,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","54 - 71","2010 - 2011",0,"8:07",0,54,71,71,54,1,0,0,487,FALSE,FALSE,1.29090909090909,1156,1024,0
"1524","83 - 114","WSH - BOS",301117002,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","54 - 71","2010 - 2011",0,"8:07",0,54,71,71,54,0,1,0,487,FALSE,FALSE,1.29090909090909,1156,1024,0
"1525","89 - 84","OKC - BOS",301119002,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","83 - 76","2010 - 2011",0,"5:18",0,83,76,76,83,1,0,0,318,TRUE,FALSE,0.904761904761905,1156,1024,0
