"","end_result","game","game_id","period","play","player","playoffs","score","season","shot_made","time","home_game","score1","score2","cur_score","opp_score","first_shot","missed_first","made_first","cur_time","losing","losing_alot","score_ratio","loss_sq","win_sq","prod1"
"374","99 - 120","MIA - ORL",271124019,4,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","81 - 95","2007 - 2008",1,"10:52",1,81,95,80,95,1,0,0,652,TRUE,FALSE,0.833333333333333,1156,1024,0
"375","99 - 120","MIA - ORL",271124019,4,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","86 - 100","2007 - 2008",1,"9:23",1,86,100,85,100,1,0,0,563,TRUE,FALSE,0.841584158415842,1156,1024,0
"376","90 - 110","CHA - MIA",271127014,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","8 - 14","2007 - 2008",1,"5:47",0,8,14,13,8,1,0,0,347,FALSE,FALSE,1.44444444444444,1156,1024,0
"377","90 - 110","CHA - MIA",271127014,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","8 - 14","2007 - 2008",0,"5:47",0,8,14,14,8,0,0,1,347,FALSE,FALSE,1.55555555555556,1156,1024,0
"378","95 - 85","BOS - MIA",271130014,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","33 - 26","2007 - 2008",1,"9:59",0,33,26,25,33,1,0,0,599,TRUE,FALSE,0.735294117647059,1156,1024,0
"379","95 - 85","BOS - MIA",271130014,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","33 - 26","2007 - 2008",0,"9:59",0,33,26,26,33,0,0,1,599,TRUE,FALSE,0.764705882352941,1156,1024,0
"380","101 - 110","MIA - UTAH",271203026,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","0 - 0","2007 - 2008",0,"11:45",1,0,0,0,0,1,0,0,705,FALSE,FALSE,0,1156,1024,0
"381","101 - 110","MIA - UTAH",271203026,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","1 - 0","2007 - 2008",1,"11:45",1,1,0,0,0,0,1,0,705,FALSE,FALSE,0,1156,1024,0
"382","101 - 110","MIA - UTAH",271203026,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","54 - 52","2007 - 2008",1,"11:26",1,54,52,53,52,1,0,0,686,FALSE,FALSE,1,1156,1024,0
"383","101 - 110","MIA - UTAH",271203026,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","54 - 52","2007 - 2008",0,"11:26",1,54,52,54,52,0,0,1,686,FALSE,FALSE,1.0188679245283,1156,1024,1
"384","101 - 110","MIA - UTAH",271203026,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","92 - 98","2007 - 2008",0,"2:36",1,92,98,92,98,1,0,0,156,TRUE,FALSE,0.929292929292929,1156,1024,0
"385","101 - 110","MIA - UTAH",271203026,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","92 - 98","2007 - 2008",0,"2:36",1,92,98,92,98,0,1,0,156,TRUE,FALSE,0.929292929292929,1156,1024,0
"386","106 - 112","MIA - POR",271206022,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","2 - 4","2007 - 2008",0,"9:57",1,2,4,2,4,1,0,0,597,TRUE,FALSE,0.4,1156,1024,0
"387","106 - 112","MIA - POR",271206022,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","3 - 4","2007 - 2008",1,"9:57",1,3,4,2,4,0,1,0,597,TRUE,FALSE,0.4,1156,1024,0
"388","106 - 112","MIA - POR",271206022,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","8 - 4","2007 - 2008",1,"8:41",1,8,4,7,4,1,0,0,521,FALSE,FALSE,1.4,1156,1024,0
"389","106 - 112","MIA - POR",271206022,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","8 - 4","2007 - 2008",0,"8:41",1,8,4,8,4,0,0,1,521,FALSE,FALSE,1.6,1156,1024,1
"390","106 - 112","MIA - POR",271206022,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","13 - 10","2007 - 2008",0,"6:43",1,13,10,13,10,1,0,0,403,FALSE,FALSE,1.18181818181818,1156,1024,0
"391","106 - 112","MIA - POR",271206022,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","13 - 10","2007 - 2008",0,"6:43",1,13,10,13,10,0,1,0,403,FALSE,FALSE,1.18181818181818,1156,1024,0
"392","106 - 112","MIA - POR",271206022,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","16 - 15","2007 - 2008",0,"5:07",1,16,15,16,15,1,0,0,307,FALSE,FALSE,1,1156,1024,0
"393","106 - 112","MIA - POR",271206022,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","44 - 58","2007 - 2008",0,"10:47",1,44,58,44,58,1,1,0,647,TRUE,FALSE,0.745762711864407,1156,1024,0
"394","106 - 112","MIA - POR",271206022,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","44 - 58","2007 - 2008",0,"10:47",1,44,58,44,58,0,1,0,647,TRUE,FALSE,0.745762711864407,1156,1024,0
"395","113 - 120","MIA - GS",271207009,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","49 - 37","2007 - 2008",0,"7:39",1,49,37,49,37,1,0,0,459,FALSE,FALSE,1.28947368421053,1156,1024,0
"396","113 - 120","MIA - GS",271207009,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","50 - 37","2007 - 2008",1,"7:39",1,50,37,49,37,0,1,0,459,FALSE,FALSE,1.28947368421053,1156,1024,0
"397","113 - 120","MIA - GS",271207009,3,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","81 - 69","2007 - 2008",0,"5:15",1,81,69,81,69,1,0,0,315,FALSE,FALSE,1.15714285714286,1156,1024,0
"398","100 - 94","MIA - LAC",271209012,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","30 - 28","2007 - 2008",0,"10:59",1,30,28,30,28,1,0,0,659,FALSE,FALSE,1.03448275862069,1156,1024,0
"399","100 - 94","MIA - LAC",271209012,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","30 - 28","2007 - 2008",0,"10:59",1,30,28,30,28,0,1,0,659,FALSE,FALSE,1.03448275862069,1156,1024,0
"400","100 - 94","MIA - LAC",271209012,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","33 - 33","2007 - 2008",0,"8:19",1,33,33,33,33,1,0,0,499,FALSE,FALSE,0.970588235294118,1156,1024,0
"401","100 - 94","MIA - LAC",271209012,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","33 - 33","2007 - 2008",0,"8:19",1,33,33,33,33,0,1,0,499,FALSE,FALSE,0.970588235294118,1156,1024,0
"402","117 - 113","MIA - PHX",271210021,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","70 - 63","2007 - 2008",1,"10:26",1,70,63,69,63,1,0,0,626,FALSE,FALSE,1.078125,1156,1024,0
"403","117 - 113","MIA - PHX",271210021,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","71 - 63","2007 - 2008",1,"10:26",1,71,63,70,63,0,0,1,626,FALSE,FALSE,1.09375,1156,1024,1
"404","117 - 113","MIA - PHX",271210021,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","86 - 80","2007 - 2008",1,"1:39",1,86,80,85,80,1,0,0,99,FALSE,FALSE,1.04938271604938,1156,1024,0
"405","117 - 113","MIA - PHX",271210021,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","87 - 80","2007 - 2008",1,"1:39",1,87,80,86,80,0,0,1,99,FALSE,FALSE,1.06172839506173,1156,1024,1
"406","104 - 91","WSH - MIA",271213014,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","4 - 5","2007 - 2008",1,"9:22",0,4,5,4,4,1,0,0,562,FALSE,FALSE,0.8,1156,1024,0
"407","104 - 91","WSH - MIA",271213014,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","4 - 5","2007 - 2008",0,"9:22",0,4,5,5,4,0,0,1,562,FALSE,FALSE,1,1156,1024,0
"408","104 - 91","WSH - MIA",271213014,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","93 - 84","2007 - 2008",0,"5:45",0,93,84,84,93,1,0,0,345,TRUE,FALSE,0.893617021276596,1156,1024,0
"409","104 - 91","WSH - MIA",271213014,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","93 - 84","2007 - 2008",0,"5:45",0,93,84,84,93,0,1,0,345,TRUE,FALSE,0.893617021276596,1156,1024,0
"410","106 - 103","IND - MIA",271215014,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","2 - 8","2007 - 2008",0,"10:11",0,2,8,8,2,1,0,0,611,FALSE,FALSE,2.66666666666667,1156,1024,0
"411","106 - 103","IND - MIA",271215014,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","2 - 9","2007 - 2008",1,"10:11",0,2,9,8,2,0,1,0,611,FALSE,FALSE,2.66666666666667,1156,1024,0
"412","106 - 103","IND - MIA",271215014,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","13 - 19","2007 - 2008",1,"4:52",0,13,19,18,13,1,0,0,292,FALSE,FALSE,1.28571428571429,1156,1024,0
"413","106 - 103","IND - MIA",271215014,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","13 - 19","2007 - 2008",0,"4:52",0,13,19,19,13,0,0,1,292,FALSE,FALSE,1.35714285714286,1156,1024,0
"414","106 - 103","IND - MIA",271215014,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","41 - 40","2007 - 2008",0,"4:47",0,41,40,40,41,1,0,0,287,TRUE,FALSE,0.952380952380952,1156,1024,0
"415","106 - 103","IND - MIA",271215014,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","41 - 40","2007 - 2008",0,"4:47",0,41,40,40,41,0,1,0,287,TRUE,FALSE,0.952380952380952,1156,1024,0
"416","106 - 103","IND - MIA",271215014,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","65 - 62","2007 - 2008",1,"8:02",0,65,62,61,65,1,0,0,482,TRUE,FALSE,0.924242424242424,1156,1024,0
"417","106 - 103","IND - MIA",271215014,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","65 - 63","2007 - 2008",1,"8:02",0,65,63,62,65,0,0,1,482,TRUE,FALSE,0.939393939393939,1156,1024,0
"418","87 - 91","MIN - MIA",271217014,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","49 - 46","2007 - 2008",1,"9:30",0,49,46,45,49,1,0,0,570,TRUE,FALSE,0.9,1156,1024,0
"419","87 - 91","MIN - MIA",271217014,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","49 - 46","2007 - 2008",0,"9:30",0,49,46,46,49,0,0,1,570,TRUE,FALSE,0.92,1156,1024,0
"420","87 - 91","MIN - MIA",271217014,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","64 - 64","2007 - 2008",0,"9:33",0,64,64,64,64,1,0,0,573,FALSE,FALSE,0.984615384615385,1156,1024,0
"421","87 - 91","MIN - MIA",271217014,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","64 - 65","2007 - 2008",1,"9:33",0,64,65,64,64,0,1,0,573,FALSE,FALSE,0.984615384615385,1156,1024,0
"422","87 - 91","MIN - MIA",271217014,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","66 - 65","2007 - 2008",0,"8:59",0,66,65,65,66,1,0,0,539,TRUE,FALSE,0.970149253731343,1156,1024,0
"423","87 - 91","MIN - MIA",271217014,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","66 - 66","2007 - 2008",1,"8:59",0,66,66,65,66,0,1,0,539,TRUE,FALSE,0.970149253731343,1156,1024,0
"424","111 - 114","MIA - ATL",271219001,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","1 - 2","2007 - 2008",1,"10:00",1,1,2,0,2,1,0,0,600,TRUE,FALSE,0,1156,1024,0
"425","111 - 114","MIA - ATL",271219001,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","2 - 2","2007 - 2008",1,"10:00",1,2,2,1,2,0,0,1,600,TRUE,FALSE,0.333333333333333,1156,1024,1
"426","111 - 114","MIA - ATL",271219001,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","28 - 31","2007 - 2008",0,"8:44",1,28,31,28,31,1,0,0,524,TRUE,FALSE,0.875,1156,1024,0
"427","111 - 114","MIA - ATL",271219001,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","29 - 31","2007 - 2008",1,"8:44",1,29,31,28,31,0,1,0,524,TRUE,FALSE,0.875,1156,1024,0
"428","111 - 114","MIA - ATL",271219001,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","30 - 33","2007 - 2008",1,"8:03",1,30,33,29,33,1,0,0,483,TRUE,FALSE,0.852941176470588,1156,1024,0
"429","111 - 114","MIA - ATL",271219001,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","30 - 33","2007 - 2008",0,"8:03",1,30,33,30,33,0,0,1,483,TRUE,FALSE,0.882352941176471,1156,1024,1
"430","111 - 114","MIA - ATL",271219001,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","38 - 39","2007 - 2008",1,"5:16",1,38,39,37,39,1,0,0,316,TRUE,FALSE,0.925,1156,1024,0
"431","111 - 114","MIA - ATL",271219001,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","39 - 39","2007 - 2008",1,"5:16",1,39,39,38,39,0,0,1,316,TRUE,FALSE,0.95,1156,1024,1
"432","111 - 114","MIA - ATL",271219001,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","58 - 63","2007 - 2008",0,"7:39",1,58,63,58,63,1,0,0,459,TRUE,FALSE,0.90625,1156,1024,0
"433","111 - 114","MIA - ATL",271219001,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","59 - 63","2007 - 2008",1,"7:39",1,59,63,58,63,0,1,0,459,TRUE,FALSE,0.90625,1156,1024,0
"434","111 - 114","MIA - ATL",271219001,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","60 - 65","2007 - 2008",1,"7:01",1,60,65,59,65,1,0,0,421,TRUE,FALSE,0.893939393939394,1156,1024,0
"435","111 - 114","MIA - ATL",271219001,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","60 - 65","2007 - 2008",0,"7:01",1,60,65,60,65,0,0,1,421,TRUE,FALSE,0.909090909090909,1156,1024,1
"436","107 - 103","NJ - MIA",271220014,1,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","0 - 2","2007 - 2008",0,"10:51",0,0,2,2,0,1,0,0,651,FALSE,FALSE,2,1156,1024,0
"437","107 - 103","NJ - MIA",271220014,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","7 - 11","2007 - 2008",1,"7:00",0,7,11,10,7,1,0,0,420,FALSE,FALSE,1.25,1156,1024,0
"438","107 - 103","NJ - MIA",271220014,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","7 - 11","2007 - 2008",0,"7:00",0,7,11,11,7,0,0,1,420,FALSE,FALSE,1.375,1156,1024,0
"439","107 - 103","NJ - MIA",271220014,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","46 - 47","2007 - 2008",1,"9:52",0,46,47,46,46,1,0,0,592,FALSE,FALSE,0.978723404255319,1156,1024,0
"440","107 - 103","NJ - MIA",271220014,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","46 - 47","2007 - 2008",0,"9:52",0,46,47,47,46,0,0,1,592,FALSE,FALSE,1,1156,1024,0
"441","107 - 103","NJ - MIA",271220014,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","66 - 71","2007 - 2008",1,"11:48",0,66,71,70,66,1,0,0,708,FALSE,FALSE,1.04477611940298,1156,1024,0
"442","107 - 103","NJ - MIA",271220014,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","66 - 71","2007 - 2008",0,"11:48",0,66,71,71,66,0,0,1,708,FALSE,FALSE,1.05970149253731,1156,1024,0
"443","107 - 103","NJ - MIA",271220014,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","89 - 88","2007 - 2008",0,"2:00",0,89,88,88,89,1,0,0,120,TRUE,FALSE,0.977777777777778,1156,1024,0
"444","107 - 103","NJ - MIA",271220014,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","89 - 89","2007 - 2008",1,"2:00",0,89,89,88,89,0,1,0,120,TRUE,FALSE,0.977777777777778,1156,1024,0
"445","102 - 104","UTAH - MIA",271222014,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","55 - 66","2007 - 2008",1,"5:22",0,55,66,65,55,1,0,0,322,FALSE,FALSE,1.16071428571429,1156,1024,0
"446","102 - 104","UTAH - MIA",271222014,4,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","83 - 94","2007 - 2008",0,"4:13",0,83,94,94,83,1,0,1,253,FALSE,FALSE,1.11904761904762,1156,1024,0
"447","82 - 96","MIA - CLE",271225005,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","10 - 15","2007 - 2008",1,"5:30",1,10,15,9,15,1,0,0,330,TRUE,FALSE,0.5625,1156,1024,0
"448","82 - 96","MIA - CLE",271225005,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","10 - 15","2007 - 2008",0,"5:30",1,10,15,10,15,0,0,1,330,TRUE,FALSE,0.625,1156,1024,1
"449","82 - 96","MIA - CLE",271225005,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","19 - 29","2007 - 2008",0,"10:03",1,19,29,19,29,1,0,0,603,TRUE,FALSE,0.633333333333333,1156,1024,0
"450","82 - 96","MIA - CLE",271225005,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","20 - 29","2007 - 2008",1,"10:03",1,20,29,19,29,0,1,0,603,TRUE,FALSE,0.633333333333333,1156,1024,0
"451","82 - 96","MIA - CLE",271225005,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","24 - 31","2007 - 2008",1,"7:22",1,24,31,23,31,1,0,0,442,TRUE,FALSE,0.71875,1156,1024,0
"452","82 - 96","MIA - CLE",271225005,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","24 - 31","2007 - 2008",0,"7:22",1,24,31,24,31,0,0,1,442,TRUE,FALSE,0.75,1156,1024,1
"453","82 - 96","MIA - CLE",271225005,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","33 - 34","2007 - 2008",1,"4:30",1,33,34,32,34,1,0,0,270,TRUE,FALSE,0.914285714285714,1156,1024,0
"454","82 - 96","MIA - CLE",271225005,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","33 - 34","2007 - 2008",0,"4:30",1,33,34,33,34,0,0,1,270,TRUE,FALSE,0.942857142857143,1156,1024,1
"455","82 - 96","MIA - CLE",271225005,2,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","38 - 38","2007 - 2008",1,"2:39",1,38,38,37,38,1,0,0,159,TRUE,FALSE,0.948717948717949,1156,1024,0
"456","82 - 96","MIA - CLE",271225005,3,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","61 - 67","2007 - 2008",0,"0:38",1,61,67,61,67,1,0,0,38,TRUE,FALSE,0.897058823529412,1156,1024,0
"457","85 - 96","MIA - PHI",271226020,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","17 - 25","2007 - 2008",0,"11:48",1,17,25,17,25,1,0,0,708,TRUE,FALSE,0.653846153846154,1156,1024,0
"458","85 - 96","MIA - PHI",271226020,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","18 - 25","2007 - 2008",1,"11:48",1,18,25,17,25,0,1,0,708,TRUE,FALSE,0.653846153846154,1156,1024,0
"459","85 - 96","MIA - PHI",271226020,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","24 - 40","2007 - 2008",0,"5:07",1,24,40,24,40,1,0,0,307,TRUE,TRUE,0.585365853658537,1156,1024,0
"460","85 - 96","MIA - PHI",271226020,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","24 - 40","2007 - 2008",0,"5:07",1,24,40,24,40,0,1,0,307,TRUE,TRUE,0.585365853658537,1156,1024,0
"461","126 - 96","CHI - MIA",280116014,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","27 - 21","2007 - 2008",0,"0:59",0,27,21,21,27,1,0,0,59,TRUE,FALSE,0.75,1156,1024,0
"462","126 - 96","CHI - MIA",280116014,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","27 - 21","2007 - 2008",0,"0:59",0,27,21,21,27,0,1,0,59,TRUE,FALSE,0.75,1156,1024,0
"463","126 - 96","CHI - MIA",280116014,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","37 - 25","2007 - 2008",0,"10:56",0,37,25,25,37,1,0,0,656,TRUE,FALSE,0.657894736842105,1156,1024,0
"464","126 - 96","CHI - MIA",280116014,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","37 - 26","2007 - 2008",1,"10:56",0,37,26,25,37,0,1,0,656,TRUE,FALSE,0.657894736842105,1156,1024,0
"465","126 - 96","CHI - MIA",280116014,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","41 - 31","2007 - 2008",1,"9:06",0,41,31,30,41,1,0,0,546,TRUE,FALSE,0.714285714285714,1156,1024,0
"466","126 - 96","CHI - MIA",280116014,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","41 - 32","2007 - 2008",1,"9:06",0,41,32,31,41,0,0,1,546,TRUE,FALSE,0.738095238095238,1156,1024,0
"467","126 - 96","CHI - MIA",280116014,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","41 - 32","2007 - 2008",0,"8:33",0,41,32,32,41,1,0,0,513,TRUE,FALSE,0.761904761904762,1156,1024,0
"468","126 - 96","CHI - MIA",280116014,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","41 - 33","2007 - 2008",1,"8:33",0,41,33,32,41,0,1,0,513,TRUE,FALSE,0.761904761904762,1156,1024,0
"469","126 - 96","CHI - MIA",280116014,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","45 - 41","2007 - 2008",1,"5:54",0,45,41,40,45,1,0,0,354,TRUE,FALSE,0.869565217391304,1156,1024,0
"470","126 - 96","CHI - MIA",280116014,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","45 - 42","2007 - 2008",1,"5:54",0,45,42,41,45,0,0,1,354,TRUE,FALSE,0.891304347826087,1156,1024,0
"471","126 - 96","CHI - MIA",280116014,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","70 - 61","2007 - 2008",1,"7:39",0,70,61,60,70,1,0,0,459,TRUE,FALSE,0.845070422535211,1156,1024,0
"472","126 - 96","CHI - MIA",280116014,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","70 - 62","2007 - 2008",1,"7:39",0,70,62,61,70,0,0,1,459,TRUE,FALSE,0.859154929577465,1156,1024,0
"473","98 - 91","POR - MIA",280118014,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","14 - 16","2007 - 2008",0,"3:27",0,14,16,16,14,1,0,0,207,FALSE,FALSE,1.06666666666667,1156,1024,0
"474","98 - 91","POR - MIA",280118014,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","14 - 16","2007 - 2008",0,"3:27",0,14,16,16,14,0,1,0,207,FALSE,FALSE,1.06666666666667,1156,1024,0
"475","98 - 91","POR - MIA",280118014,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","46 - 37","2007 - 2008",1,"0:57",0,46,37,36,46,1,0,0,57,TRUE,FALSE,0.765957446808511,1156,1024,0
"476","98 - 91","POR - MIA",280118014,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","46 - 38","2007 - 2008",1,"0:57",0,46,38,37,46,0,0,1,57,TRUE,FALSE,0.787234042553192,1156,1024,0
"477","98 - 91","POR - MIA",280118014,3,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","69 - 66","2007 - 2008",0,"2:29",0,69,66,66,69,1,0,0,149,TRUE,FALSE,0.942857142857143,1156,1024,0
"478","88 - 84","NY - MIA",280119014,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","23 - 30","2007 - 2008",0,"11:18",0,23,30,30,23,1,0,0,678,FALSE,FALSE,1.25,1156,1024,0
"479","88 - 84","NY - MIA",280119014,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","23 - 31","2007 - 2008",1,"11:18",0,23,31,30,23,0,1,0,678,FALSE,FALSE,1.25,1156,1024,0
"480","88 - 84","NY - MIA",280119014,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","51 - 59","2007 - 2008",1,"7:43",0,51,59,58,51,1,0,0,463,FALSE,FALSE,1.11538461538462,1156,1024,0
